Пол;Возраст;Путешествует с детьми;Расстояние;Включён завтрак;Наличие wifi;Оценка удобства добирания до места;Оценка интерсности досуга;Оценка качества питания;Оценка качества wifi;Оценка комфортности палатки;Общая оценка качества предоставленной услуги
муж;24,3;нет;406;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;19,5;нет;233;0;1;3;нормально;отсутствует;хорошо;нормально;хорошо
муж;37,8;нет;222;0;0;3;отсутствует;отсутствует;отсутствует;нормально;нормально
муж;42,7;нет;138;0;0;4;плохо;отсутствует;отсутствует;плохо;нормально
муж;27,3;да;561;0;1;4;нормально;отсутствует;нормально;хорошо;нормально
муж;67,8;нет;229;1;1;4;нормально;плохо;плохо;плохо;нормально
муж;37,7;нет;288;0;1;3;хорошо;отсутствует;хорошо;нормально;хорошо
жен;52,4;да;804;0;1;2;хорошо;отсутствует;нормально;плохо;нормально
жен;32,2;да;1133;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
муж;47,5;нет;800;1;0;3;плохо;нормально;отсутствует;нормально;нормально
жен;45,3;да;374;1;1;3;хорошо;нормально;хорошо;плохо;хорошо
жен;36,7;нет;1525;0;0;2;нормально;отсутствует;отсутствует;нормально;нормально
муж;42,3;нет;446;1;0;3;плохо;нормально;отсутствует;хорошо;нормально
муж;18,9;нет;626;1;1;2;нормально;нормально;нормально;нормально;нормально
муж;27,6;нет;195;1;0;4;плохо;плохо;отсутствует;плохо;плохо
жен;62,5;нет;607;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;39,4;нет;553;1;1;3;хорошо;нормально;плохо;хорошо;нормально
муж;19,6;нет;2044;0;1;4;нормально;отсутствует;нормально;нормально;нормально
жен;51,2;нет;2173;0;0;5;плохо;отсутствует;отсутствует;нормально;нормально
муж;60,2;нет;955;1;0;4;плохо;нормально;отсутствует;нормально;нормально
жен;70,8;нет;432;1;1;2;нормально;нормально;плохо;хорошо;нормально
муж;37,2;нет;720;1;0;4;плохо;нормально;отсутствует;нормально;нормально
муж;61,2;нет;360;0;1;3;нормально;отсутствует;плохо;хорошо;нормально
жен;56,9;нет;1347;0;1;4;нормально;отсутствует;нормально;нормально;хорошо
жен;28,7;нет;537;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;42,4;да;234;1;1;4;нормально;нормально;нормально;нормально;нормально
муж;58,5;нет;1635;1;1;3;плохо;нормально;плохо;плохо;нормально
муж;37,3;нет;333;1;0;4;отсутствует;нормально;отсутствует;нормально;хорошо
жен;53,2;да;210;1;0;3;плохо;плохо;отсутствует;нормально;плохо
жен;45,7;нет;747;0;0;3;плохо;отсутствует;отсутствует;хорошо;нормально
муж;63,9;нет;583;1;0;3;плохо;нормально;отсутствует;нормально;нормально
жен;60,6;да;1050;0;1;2;нормально;отсутствует;плохо;нормально;нормально
муж;67,7;да;3372;1;1;4;хорошо;нормально;хорошо;хорошо;хорошо
муж;55,6;нет;1642;1;0;5;плохо;нормально;отсутствует;нормально;нормально
муж;67,4;нет;410;1;1;3;нормально;плохо;нормально;нормально;нормально
муж;30,8;нет;260;1;1;3;отсутствует;плохо;плохо;плохо;плохо
жен;56,4;нет;2387;1;1;3;нормально;нормально;плохо;плохо;нормально
жен;24,9;нет;2512;1;0;3;отсутствует;нормально;отсутствует;нормально;нормально
муж;30,5;нет;1781;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;66,2;да;1477;0;1;4;хорошо;отсутствует;хорошо;нормально;хорошо
муж;69,5;нет;553;1;0;3;плохо;нормально;отсутствует;плохо;нормально
жен;29,9;нет;631;0;1;3;плохо;отсутствует;нормально;плохо;хорошо
жен;28,8;нет;579;1;1;3;нормально;нормально;нормально;плохо;хорошо
жен;49,2;нет;733;0;1;2;нормально;отсутствует;плохо;нормально;плохо
жен;30,9;нет;2623;1;0;2;плохо;плохо;отсутствует;плохо;плохо
жен;55,8;нет;484;0;1;4;нормально;отсутствует;плохо;хорошо;нормально
муж;57,8;да;1881;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
жен;45,4;нет;484;1;0;2;нормально;хорошо;отсутствует;нормально;нормально
жен;26,7;нет;915;1;1;2;нормально;нормально;плохо;нормально;нормально
муж;45,9;нет;189;1;1;4;нормально;плохо;плохо;нормально;нормально
жен;25,8;нет;1409;1;1;3;нормально;хорошо;хорошо;нормально;хорошо
муж;31,5;нет;1911;1;0;2;плохо;плохо;отсутствует;плохо;плохо
муж;36,6;нет;1113;1;1;3;нормально;плохо;плохо;нормально;нормально
жен;36,6;нет;271;0;1;3;нормально;отсутствует;плохо;нормально;нормально
